"Time","Contracts","Funding Interval","Funding Rate"
"2021-05-01 01:00:00","BTCUSD Perpetual","8h","0.0127%"
"2021-04-30 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-30 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-30 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-29 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-29 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-29 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-28 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-28 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-28 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-27 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-27 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-27 01:00:00","BTCUSD Perpetual","8h","0.0067%"
"2021-04-26 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-26 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-26 01:00:00","BTCUSD Perpetual","8h","0.0035%"
"2021-04-25 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-25 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-25 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-24 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-24 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-24 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-23 17:00:00","BTCUSD Perpetual","8h","0.0049%"
"2021-04-23 09:00:00","BTCUSD Perpetual","8h","0.0092%"
"2021-04-23 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-22 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-22 09:00:00","BTCUSD Perpetual","8h","0.0315%"
"2021-04-22 01:00:00","BTCUSD Perpetual","8h","0.0156%"
"2021-04-21 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-21 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-21 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-20 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-20 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-20 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-19 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-19 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-19 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-18 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-18 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-18 01:00:00","BTCUSD Perpetual","8h","-0.0460%"
"2021-04-17 17:00:00","BTCUSD Perpetual","8h","0.0485%"
"2021-04-17 09:00:00","BTCUSD Perpetual","8h","0.0514%"
"2021-04-17 01:00:00","BTCUSD Perpetual","8h","0.0427%"
"2021-04-16 17:00:00","BTCUSD Perpetual","8h","0.0229%"
"2021-04-16 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-04-16 01:00:00","BTCUSD Perpetual","8h","0.0584%"
"2021-04-15 17:00:00","BTCUSD Perpetual","8h","0.0855%"
"2021-04-15 09:00:00","BTCUSD Perpetual","8h","0.0727%"
"2021-04-15 01:00:00","BTCUSD Perpetual","8h","0.0671%"
"2021-04-14 17:00:00","BTCUSD Perpetual","8h","0.0479%"
"2021-04-14 09:00:00","BTCUSD Perpetual","8h","0.1243%"
"2021-04-14 01:00:00","BTCUSD Perpetual","8h","0.1052%"
"2021-04-13 17:00:00","BTCUSD Perpetual","8h","0.0958%"
"2021-04-13 09:00:00","BTCUSD Perpetual","8h","0.0938%"
"2021-04-13 01:00:00","BTCUSD Perpetual","8h","0.1103%"
"2021-04-12 17:00:00","BTCUSD Perpetual","8h","0.0909%"
"2021-04-12 09:00:00","BTCUSD Perpetual","8h","0.0697%"
"2021-04-12 01:00:00","BTCUSD Perpetual","8h","0.1216%"
"2021-04-11 17:00:00","BTCUSD Perpetual","8h","0.1075%"
"2021-04-11 09:00:00","BTCUSD Perpetual","8h","0.1102%"
"2021-04-11 01:00:00","BTCUSD Perpetual","8h","0.1146%"
"2021-04-10 17:00:00","BTCUSD Perpetual","8h","0.0672%"
"2021-04-10 09:00:00","BTCUSD Perpetual","8h","0.1066%"
"2021-04-10 01:00:00","BTCUSD Perpetual","8h","0.1860%"
"2021-04-09 17:00:00","BTCUSD Perpetual","8h","0.0335%"
"2021-04-09 09:00:00","BTCUSD Perpetual","8h","0.0352%"
"2021-04-09 01:00:00","BTCUSD Perpetual","8h","0.0366%"
"2021-04-08 17:00:00","BTCUSD Perpetual","8h","0.0376%"
"2021-04-08 09:00:00","BTCUSD Perpetual","8h","0.0298%"
"2021-04-08 01:00:00","BTCUSD Perpetual","8h","0.0146%"
"2021-04-07 17:00:00","BTCUSD Perpetual","8h","0.0334%"
"2021-04-07 09:00:00","BTCUSD Perpetual","8h","0.0221%"
"2021-04-07 01:00:00","BTCUSD Perpetual","8h","0.0425%"
"2021-04-06 17:00:00","BTCUSD Perpetual","8h","0.0369%"
"2021-04-06 09:00:00","BTCUSD Perpetual","8h","0.0691%"
"2021-04-06 01:00:00","BTCUSD Perpetual","8h","0.0680%"
"2021-04-05 17:00:00","BTCUSD Perpetual","8h","0.1130%"
"2021-04-05 09:00:00","BTCUSD Perpetual","8h","0.0693%"
"2021-04-05 01:00:00","BTCUSD Perpetual","8h","0.0389%"
"2021-04-04 17:00:00","BTCUSD Perpetual","8h","0.0543%"
"2021-04-04 09:00:00","BTCUSD Perpetual","8h","0.0207%"
"2021-04-04 01:00:00","BTCUSD Perpetual","8h","0.0353%"
"2021-04-03 17:00:00","BTCUSD Perpetual","8h","0.0332%"
"2021-04-03 09:00:00","BTCUSD Perpetual","8h","0.0798%"
"2021-04-03 01:00:00","BTCUSD Perpetual","8h","0.1042%"
"2021-04-02 17:00:00","BTCUSD Perpetual","8h","0.0435%"
"2021-04-02 09:00:00","BTCUSD Perpetual","8h","0.0725%"
"2021-04-02 01:00:00","BTCUSD Perpetual","8h","0.1380%"
"2021-04-01 17:00:00","BTCUSD Perpetual","8h","0.0645%"
"2021-04-01 09:00:00","BTCUSD Perpetual","8h","0.0691%"
"2021-04-01 01:00:00","BTCUSD Perpetual","8h","0.0805%"
"2021-03-31 17:00:00","BTCUSD Perpetual","8h","0.0986%"
"2021-03-31 09:00:00","BTCUSD Perpetual","8h","0.0701%"
"2021-03-31 01:00:00","BTCUSD Perpetual","8h","0.0975%"
"2021-03-30 17:00:00","BTCUSD Perpetual","8h","0.0527%"
"2021-03-30 09:00:00","BTCUSD Perpetual","8h","0.0994%"
"2021-03-30 01:00:00","BTCUSD Perpetual","8h","0.0651%"
"2021-03-29 17:00:00","BTCUSD Perpetual","8h","0.0635%"
"2021-03-29 09:00:00","BTCUSD Perpetual","8h","0.0598%"
"2021-03-29 01:00:00","BTCUSD Perpetual","8h","0.0349%"
"2021-03-28 17:00:00","BTCUSD Perpetual","8h","0.0301%"
"2021-03-28 09:00:00","BTCUSD Perpetual","8h","0.0200%"
"2021-03-28 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-27 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-27 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-27 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-26 17:00:00","BTCUSD Perpetual","8h","0.0033%"
"2021-03-26 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-26 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-25 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-25 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-25 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-24 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-24 09:00:00","BTCUSD Perpetual","8h","0.0278%"
"2021-03-24 01:00:00","BTCUSD Perpetual","8h","0.0133%"
"2021-03-23 17:00:00","BTCUSD Perpetual","8h","0.0278%"
"2021-03-23 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-23 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-22 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-22 09:00:00","BTCUSD Perpetual","8h","0.0105%"
"2021-03-22 01:00:00","BTCUSD Perpetual","8h","0.0411%"
"2021-03-21 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-21 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-21 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-20 17:00:00","BTCUSD Perpetual","8h","0.0325%"
"2021-03-20 09:00:00","BTCUSD Perpetual","8h","0.0756%"
"2021-03-20 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-19 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-19 09:00:00","BTCUSD Perpetual","8h","0.0172%"
"2021-03-19 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-18 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-18 09:00:00","BTCUSD Perpetual","8h","0.0316%"
"2021-03-18 01:00:00","BTCUSD Perpetual","8h","0.0489%"
"2021-03-17 17:00:00","BTCUSD Perpetual","8h","0.0232%"
"2021-03-17 09:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-17 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-16 17:00:00","BTCUSD Perpetual","8h","0.0168%"
"2021-03-16 09:00:00","BTCUSD Perpetual","8h","0.0146%"
"2021-03-16 01:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-15 17:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-15 09:00:00","BTCUSD Perpetual","8h","0.0050%"
"2021-03-15 01:00:00","BTCUSD Perpetual","8h","0.0780%"
"2021-03-14 17:00:00","BTCUSD Perpetual","8h","0.0716%"
"2021-03-14 09:00:00","BTCUSD Perpetual","8h","0.0948%"
"2021-03-14 00:00:00","BTCUSD Perpetual","8h","0.0951%"
"2021-03-13 16:00:00","BTCUSD Perpetual","8h","0.1268%"
"2021-03-13 08:00:00","BTCUSD Perpetual","8h","0.1657%"
"2021-03-13 00:00:00","BTCUSD Perpetual","8h","0.0414%"
"2021-03-12 16:00:00","BTCUSD Perpetual","8h","0.0346%"
"2021-03-12 08:00:00","BTCUSD Perpetual","8h","0.0363%"
"2021-03-12 00:00:00","BTCUSD Perpetual","8h","0.0582%"
"2021-03-11 16:00:00","BTCUSD Perpetual","8h","0.1394%"
"2021-03-11 08:00:00","BTCUSD Perpetual","8h","0.0975%"
"2021-03-11 00:00:00","BTCUSD Perpetual","8h","0.0799%"
"2021-03-10 16:00:00","BTCUSD Perpetual","8h","0.1174%"
"2021-03-10 08:00:00","BTCUSD Perpetual","8h","0.0908%"
"2021-03-10 00:00:00","BTCUSD Perpetual","8h","0.0523%"
"2021-03-09 16:00:00","BTCUSD Perpetual","8h","0.0138%"
"2021-03-09 08:00:00","BTCUSD Perpetual","8h","0.0752%"
"2021-03-09 00:00:00","BTCUSD Perpetual","8h","0.0384%"
"2021-03-08 16:00:00","BTCUSD Perpetual","8h","0.0836%"
"2021-03-08 08:00:00","BTCUSD Perpetual","8h","0.0373%"
"2021-03-08 00:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-07 16:00:00","BTCUSD Perpetual","8h","0.0468%"
"2021-03-07 08:00:00","BTCUSD Perpetual","8h","0.0591%"
"2021-03-07 00:00:00","BTCUSD Perpetual","8h","0.0266%"
"2021-03-06 16:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-06 08:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-06 00:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-05 16:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-05 08:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-05 00:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-04 16:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-04 08:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-04 00:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-03 16:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-03 08:00:00","BTCUSD Perpetual","8h","0.0626%"
"2021-03-03 00:00:00","BTCUSD Perpetual","8h","0.0129%"
"2021-03-02 16:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-02 08:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-02 00:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-01 16:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-01 08:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-03-01 00:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-02-28 16:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-02-28 08:00:00","BTCUSD Perpetual","8h","0.0150%"
"2021-02-28 00:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-02-27 16:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-02-27 08:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-02-27 00:00:00","BTCUSD Perpetual","8h","0.0364%"
"2021-02-26 16:00:00","BTCUSD Perpetual","8h","0.0355%"
"2021-02-26 08:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-02-26 00:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-02-25 16:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-02-25 08:00:00","BTCUSD Perpetual","8h","0.0334%"
"2021-02-25 00:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-02-24 16:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-02-24 08:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-02-24 00:00:00","BTCUSD Perpetual","8h","0.0101%"
"2021-02-23 16:00:00","BTCUSD Perpetual","8h","0.0179%"
"2021-02-23 08:00:00","BTCUSD Perpetual","8h","0.0396%"
"2021-02-23 00:00:00","BTCUSD Perpetual","8h","0.0487%"
"2021-02-22 16:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-02-22 08:00:00","BTCUSD Perpetual","8h","0.0800%"
"2021-02-22 00:00:00","BTCUSD Perpetual","8h","0.0665%"
"2021-02-21 16:00:00","BTCUSD Perpetual","8h","0.1024%"
"2021-02-21 08:00:00","BTCUSD Perpetual","8h","0.1391%"
"2021-02-21 00:00:00","BTCUSD Perpetual","8h","0.0874%"
"2021-02-20 16:00:00","BTCUSD Perpetual","8h","0.0685%"
"2021-02-20 08:00:00","BTCUSD Perpetual","8h","0.0898%"
"2021-02-20 00:00:00","BTCUSD Perpetual","8h","0.0751%"
"2021-02-19 16:00:00","BTCUSD Perpetual","8h","0.1006%"
"2021-02-19 08:00:00","BTCUSD Perpetual","8h","0.1378%"
"2021-02-19 00:00:00","BTCUSD Perpetual","8h","0.1158%"
"2021-02-18 16:00:00","BTCUSD Perpetual","8h","0.0816%"
"2021-02-18 08:00:00","BTCUSD Perpetual","8h","0.1167%"
"2021-02-18 00:00:00","BTCUSD Perpetual","8h","0.1425%"
"2021-02-17 16:00:00","BTCUSD Perpetual","8h","0.1185%"
"2021-02-17 08:00:00","BTCUSD Perpetual","8h","0.1644%"
"2021-02-17 00:00:00","BTCUSD Perpetual","8h","0.1191%"
"2021-02-16 16:00:00","BTCUSD Perpetual","8h","0.0773%"
"2021-02-16 08:00:00","BTCUSD Perpetual","8h","0.1047%"
"2021-02-16 00:00:00","BTCUSD Perpetual","8h","0.1469%"
"2021-02-15 16:00:00","BTCUSD Perpetual","8h","0.1050%"
"2021-02-15 08:00:00","BTCUSD Perpetual","8h","0.0609%"
"2021-02-15 00:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-02-14 16:00:00","BTCUSD Perpetual","8h","0.0930%"
"2021-02-14 08:00:00","BTCUSD Perpetual","8h","0.1000%"
"2021-02-14 00:00:00","BTCUSD Perpetual","8h","0.1538%"
"2021-02-13 16:00:00","BTCUSD Perpetual","8h","0.0481%"
"2021-02-13 08:00:00","BTCUSD Perpetual","8h","0.0366%"
"2021-02-13 00:00:00","BTCUSD Perpetual","8h","0.1055%"
"2021-02-12 16:00:00","BTCUSD Perpetual","8h","0.0930%"
"2021-02-12 08:00:00","BTCUSD Perpetual","8h","0.0425%"
"2021-02-12 00:00:00","BTCUSD Perpetual","8h","0.0687%"
"2021-02-11 16:00:00","BTCUSD Perpetual","8h","0.0874%"
"2021-02-11 08:00:00","BTCUSD Perpetual","8h","0.1510%"
"2021-02-11 00:00:00","BTCUSD Perpetual","8h","0.0509%"
"2021-02-10 16:00:00","BTCUSD Perpetual","8h","0.0578%"
"2021-02-10 08:00:00","BTCUSD Perpetual","8h","0.0642%"
"2021-02-10 00:00:00","BTCUSD Perpetual","8h","0.1406%"
"2021-02-09 16:00:00","BTCUSD Perpetual","8h","0.0677%"
"2021-02-09 08:00:00","BTCUSD Perpetual","8h","0.0828%"
"2021-02-09 00:00:00","BTCUSD Perpetual","8h","0.1042%"
"2021-02-08 16:00:00","BTCUSD Perpetual","8h","0.0946%"
"2021-02-08 08:00:00","BTCUSD Perpetual","8h","0.1836%"
"2021-02-08 00:00:00","BTCUSD Perpetual","8h","0.0408%"
"2021-02-07 16:00:00","BTCUSD Perpetual","8h","0.0188%"
"2021-02-07 08:00:00","BTCUSD Perpetual","8h","0.0784%"
"2021-02-07 00:00:00","BTCUSD Perpetual","8h","0.0357%"
"2021-02-06 16:00:00","BTCUSD Perpetual","8h","0.1325%"
"2021-02-06 08:00:00","BTCUSD Perpetual","8h","0.0777%"
"2021-02-06 00:00:00","BTCUSD Perpetual","8h","0.0774%"
"2021-02-05 16:00:00","BTCUSD Perpetual","8h","0.0125%"
"2021-02-05 08:00:00","BTCUSD Perpetual","8h","0.0602%"
"2021-02-05 00:00:00","BTCUSD Perpetual","8h","0.0721%"
"2021-02-04 16:00:00","BTCUSD Perpetual","8h","0.0354%"
"2021-02-04 08:00:00","BTCUSD Perpetual","8h","0.0185%"
"2021-02-04 00:00:00","BTCUSD Perpetual","8h","0.0604%"
"2021-02-03 16:00:00","BTCUSD Perpetual","8h","0.0426%"
"2021-02-03 08:00:00","BTCUSD Perpetual","8h","0.0710%"
"2021-02-03 00:00:00","BTCUSD Perpetual","8h","0.0569%"
"2021-02-02 16:00:00","BTCUSD Perpetual","8h","0.0549%"
"2021-02-02 08:00:00","BTCUSD Perpetual","8h","0.0790%"
"2021-02-02 00:00:00","BTCUSD Perpetual","8h","0.0267%"
"2021-02-01 16:00:00","BTCUSD Perpetual","8h","0.0146%"
"2021-02-01 08:00:00","BTCUSD Perpetual","8h","0.0361%"
"2021-02-01 00:00:00","BTCUSD Perpetual","8h","0.0273%"
"2021-01-31 16:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-31 08:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-31 00:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-30 16:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-30 08:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-30 00:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-29 16:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-29 08:00:00","BTCUSD Perpetual","8h","0.1198%"
"2021-01-29 00:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-28 16:00:00","BTCUSD Perpetual","8h","-0.0086%"
"2021-01-28 08:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-28 00:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-27 16:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-27 08:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-27 00:00:00","BTCUSD Perpetual","8h","0.0005%"
"2021-01-26 16:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-26 08:00:00","BTCUSD Perpetual","8h","0.0090%"
"2021-01-26 00:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-25 16:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-25 08:00:00","BTCUSD Perpetual","8h","0.0320%"
"2021-01-25 00:00:00","BTCUSD Perpetual","8h","0.0438%"
"2021-01-24 16:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-24 08:00:00","BTCUSD Perpetual","8h","0.0171%"
"2021-01-24 00:00:00","BTCUSD Perpetual","8h","0.0150%"
"2021-01-23 16:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-23 08:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-23 00:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-22 16:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-22 08:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-22 00:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-21 16:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-21 08:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-21 00:00:00","BTCUSD Perpetual","8h","0.0239%"
"2021-01-20 16:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-20 08:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-20 00:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-19 16:00:00","BTCUSD Perpetual","8h","0.0184%"
"2021-01-19 08:00:00","BTCUSD Perpetual","8h","0.0688%"
"2021-01-19 00:00:00","BTCUSD Perpetual","8h","0.1085%"
"2021-01-18 16:00:00","BTCUSD Perpetual","8h","0.0437%"
"2021-01-18 08:00:00","BTCUSD Perpetual","8h","0.1089%"
"2021-01-18 00:00:00","BTCUSD Perpetual","8h","0.0138%"
"2021-01-17 16:00:00","BTCUSD Perpetual","8h","0.0723%"
"2021-01-17 08:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-17 00:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-16 16:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-16 08:00:00","BTCUSD Perpetual","8h","0.0714%"
"2021-01-16 00:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-15 16:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-15 08:00:00","BTCUSD Perpetual","8h","0.0932%"
"2021-01-15 00:00:00","BTCUSD Perpetual","8h","0.0479%"
"2021-01-14 16:00:00","BTCUSD Perpetual","8h","0.0685%"
"2021-01-14 08:00:00","BTCUSD Perpetual","8h","0.0402%"
"2021-01-14 00:00:00","BTCUSD Perpetual","8h","0.0619%"
"2021-01-13 16:00:00","BTCUSD Perpetual","8h","0.0152%"
"2021-01-13 08:00:00","BTCUSD Perpetual","8h","0.0427%"
"2021-01-13 00:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-12 16:00:00","BTCUSD Perpetual","8h","0.0146%"
"2021-01-12 08:00:00","BTCUSD Perpetual","8h","0.0415%"
"2021-01-12 00:00:00","BTCUSD Perpetual","8h","0.0335%"
"2021-01-11 16:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-11 08:00:00","BTCUSD Perpetual","8h","0.0991%"
"2021-01-11 00:00:00","BTCUSD Perpetual","8h","0.1591%"
"2021-01-10 16:00:00","BTCUSD Perpetual","8h","0.0450%"
"2021-01-10 08:00:00","BTCUSD Perpetual","8h","0.0100%"
"2021-01-10 00:00:00","BTCUSD Perpetual","8h","0.0995%"
"2021-01-09 16:00:00","BTCUSD Perpetual","8h","0.0579%"